id_miembro,fec_registro,id_ciudad,genero,rango_edad,canal_pref,activo,fec_ultima_compra
28075,2026-03-29,Cuenca,,36-45,Mobile,False,2026-04-25
28076,2023-05-06,Murcia,,60+,Web,True,2025-10-17
28077,2021-09-03,Segovia,,60+,Mobile,True,2022-08-22
28078,2022-08-23,Ourense,M,26-35,Web,True,2023-03-20
28079,2022-04-02,Málaga,,46-60,Mobile,True,2026-01-04
28080,2023-11-19,Segovia,,46-60,Tienda,True,2026-03-02
28081,2021-10-11,Zamora,M,18-25,Tienda,True,2024-08-14
28082,2023-04-26,Segovia,,18-25,Tienda,True,2026-03-11
28083,2023-02-02,Vizcaya,,18-25,Mobile,False,2026-05-09
28084,2023-10-17,Barcelona,,18-25,Web,True,2023-10-22
28085,2026-02-03,Toledo,M,46-60,Web,True,2026-02-15
28086,2024-08-16,La Rioja,M,36-45,Tienda,True,2024-12-31
28087,2025-09-21,Zamora,,46-60,Mobile,True,2025-10-13
28088,2021-09-05,Guipúzcoa,,60+,Web,True,2024-05-05
28089,2024-10-31,Málaga,F,18-25,Web,False,2025-06-12
28090,2026-05-06,Madrid,M,60+,Tienda,True,2026-05-07
28091,2025-08-19,Vizcaya,,18-25,Tienda,True,2025-09-22
28092,2025-01-10,Álava,F,26-35,Mobile,True,2026-01-19
28093,2025-03-11,Burgos,M,26-35,Tienda,True,2025-07-17
28094,2024-04-20,Ourense,F,26-35,Web,True,2024-12-31
28095,2023-04-01,Soria,F,26-35,Web,True,2023-04-13
28096,2025-07-21,Álava,F,60+,Tienda,True,2026-01-10
28097,2022-02-14,Castellón,M,46-60,Mobile,True,2023-03-07
28098,2024-08-07,Las Palmas,M,26-35,Tienda,True,2025-05-28
28099,2024-04-23,Guipúzcoa,F,36-45,Web,True,2024-07-03
28100,2022-06-22,Palencia,,60+,Web,True,2026-01-26
28101,2024-08-02,Ceuta,,18-25,Tienda,True,2026-01-17
28102,2022-12-16,Almería,F,60+,Web,True,2023-12-05
28103,2026-02-18,Palencia,,18-25,Web,False,2026-04-27
28104,2023-12-06,Guadalajara,,36-45,Web,True,2024-02-02
28105,2024-09-21,Cuenca,,36-45,Web,True,2026-04-07
28106,2024-11-06,Lugo,M,60+,Web,True,2026-03-21
28107,2025-05-23,Ceuta,F,18-25,Web,True,2025-12-09
28108,2021-11-12,Asturias,M,46-60,Web,True,2023-02-02
28109,2022-09-10,Cádiz,,60+,Web,True,2024-05-12
28110,2025-05-24,Madrid,F,46-60,Mobile,True,2025-12-13
28111,2025-01-21,Melilla,F,36-45,Tienda,True,2026-02-11
28112,2026-04-21,Córdoba,,18-25,Mobile,True,2026-04-25
28113,2022-10-03,Toledo,,36-45,Mobile,True,2022-12-10
28114,2023-02-19,Lugo,,18-25,Web,True,2023-09-19
28115,2023-12-11,Baleares,F,18-25,Mobile,True,2024-12-07
28116,2022-04-08,Jaén,M,46-60,Tienda,True,2026-03-24
28117,2022-10-28,Cádiz,,26-35,Tienda,True,2026-04-25
28118,2023-05-26,Ceuta,M,18-25,Tienda,True,2025-04-26
28119,2023-01-10,Tarragona,M,26-35,Tienda,True,2024-01-24
28120,2022-04-24,Baleares,F,36-45,Tienda,True,2026-04-02
28121,2023-05-26,Lleida,,46-60,Web,True,2025-10-02
28122,2022-11-22,Vizcaya,,60+,Web,True,2023-08-23
28123,2025-08-06,Soria,,60+,Tienda,True,2025-10-19
28124,2022-11-09,Huesca,F,60+,Mobile,True,2025-01-19
28125,2023-10-30,Palencia,M,18-25,Web,True,2023-10-31
28126,2026-03-25,Cáceres,,36-45,Tienda,True,2026-03-29
28127,2022-08-28,Toledo,F,60+,Mobile,True,2023-12-16
28128,2023-12-22,Toledo,,46-60,Tienda,True,2026-02-13
28129,2024-06-02,Valencia,,46-60,Tienda,True,2024-10-08
28130,2023-07-22,Guipúzcoa,,46-60,Mobile,True,2023-11-29
28131,2025-05-31,Las Palmas,F,60+,Web,True,2026-03-13
28132,2024-08-19,Barcelona,M,60+,Web,True,2025-09-26
28133,2024-12-23,Las Palmas,M,36-45,Web,True,2025-08-10
28134,2022-05-20,La Rioja,F,26-35,Mobile,True,2025-08-01
28135,2025-02-26,Palencia,F,26-35,Tienda,True,2025-06-21
28136,2026-03-20,Alicante,M,36-45,Tienda,False,2026-04-21
28137,2023-09-26,Cantabria,F,60+,Web,False,2024-08-06
28138,2021-12-23,Santa Cruz de Tenerife,M,60+,Web,False,2025-04-10
28139,2023-04-07,Castellón,M,46-60,Web,True,2025-09-28
28140,2025-07-15,La Coruña,M,26-35,Tienda,True,2025-10-30
28141,2026-03-30,Badajoz,M,60+,Web,True,2026-04-02
28142,2025-09-17,Asturias,M,26-35,Web,True,2026-04-09
28143,2024-03-05,Salamanca,,18-25,Tienda,True,2025-04-22
28144,2026-03-29,Santa Cruz de Tenerife,M,60+,Web,True,2026-04-04
28145,2024-07-25,Palencia,,60+,Web,True,2026-01-01
28146,2023-12-15,Zaragoza,F,26-35,Mobile,True,2025-02-13
28147,2026-04-03,León,,46-60,Web,False,2026-04-16
28148,2021-11-21,Teruel,F,60+,Tienda,True,2023-02-19
28149,2023-02-24,Málaga,F,46-60,Tienda,True,2023-03-08
28150,2023-12-05,Ceuta,M,18-25,Mobile,False,2025-05-08
28151,2023-06-18,Salamanca,M,60+,Tienda,True,2024-06-13
28152,2021-11-05,Melilla,M,26-35,Tienda,True,2022-04-24
28153,2023-03-13,Ourense,F,26-35,Tienda,True,2026-04-10
28154,2022-12-22,Lleida,,46-60,Mobile,True,2023-07-05
28155,2026-01-22,Santa Cruz de Tenerife,M,36-45,Mobile,True,2026-02-08
28156,2022-05-11,Soria,F,60+,Mobile,True,2026-04-26
28157,2025-08-12,Jaén,,26-35,Mobile,True,2025-08-14
28158,2025-12-05,Asturias,,26-35,Tienda,False,2026-02-04
28159,2022-06-04,Cantabria,F,46-60,Mobile,True,2025-03-21
28160,2025-11-09,Segovia,F,46-60,Tienda,True,2026-03-19
28161,2024-03-04,Burgos,F,46-60,Web,True,2024-08-18
28162,2024-07-02,Segovia,,60+,Mobile,True,2025-09-03
28163,2022-07-22,Pontevedra,,26-35,Tienda,True,2024-09-22
28164,2025-03-17,Vizcaya,M,18-25,Web,True,2025-10-25
28165,2021-12-23,Lugo,F,18-25,Mobile,True,2024-08-08
28166,2023-12-30,Málaga,M,26-35,Mobile,True,2025-05-15
28167,2021-12-16,Pontevedra,M,36-45,Tienda,True,2026-02-16
28168,2021-12-02,Álava,F,60+,Mobile,True,2023-12-25
28169,2026-02-05,Ávila,M,18-25,Mobile,True,2026-04-05
28170,2025-11-21,Valencia,,46-60,Mobile,True,2026-03-10
28171,2022-07-23,Madrid,,60+,Mobile,True,2025-04-09
28172,2023-12-15,Madrid,F,18-25,Tienda,True,2026-04-04
28173,2022-02-24,Soria,F,46-60,Tienda,True,2023-10-26
28174,2023-05-18,La Coruña,,46-60,Tienda,True,2024-06-28
28175,2025-04-04,Murcia,M,18-25,Mobile,True,2025-10-07
28176,2024-10-31,Almería,M,60+,Web,True,2025-03-12
28177,2021-07-31,Albacete,F,46-60,Web,True,2022-10-12
28178,2021-10-10,Toledo,F,36-45,Tienda,True,2024-07-25
28179,2024-10-19,Asturias,,18-25,Mobile,True,2026-03-23
28180,2022-12-17,Burgos,F,36-45,Web,True,2025-11-19
28181,2024-10-18,Alicante,F,60+,Mobile,True,2025-11-28
28182,2023-05-31,Soria,F,46-60,Tienda,True,2026-05-06
28183,2021-09-12,Navarra,,46-60,Tienda,True,2022-01-24
28184,2025-06-18,Palencia,F,36-45,Tienda,True,2025-08-03
28185,2026-03-17,La Rioja,F,18-25,Tienda,True,2026-05-08
28186,2025-12-15,Tarragona,,36-45,Tienda,True,2026-04-03
28187,2023-11-11,Burgos,M,26-35,Mobile,True,2024-10-06
28188,2021-10-24,Jaén,M,36-45,Web,True,2026-04-27
28189,2024-06-11,Barcelona,F,18-25,Mobile,False,2025-03-14
28190,2024-05-31,Ceuta,,36-45,Mobile,True,2025-10-17
28191,2025-09-22,Teruel,M,36-45,Tienda,True,2026-02-17
28192,2021-07-03,Madrid,F,60+,Mobile,True,2022-07-20
28193,2022-07-17,Cuenca,F,46-60,Tienda,True,2024-10-31
28194,2025-07-29,Guadalajara,F,18-25,Web,True,2026-03-05
28195,2023-05-25,Murcia,,36-45,Mobile,True,2024-08-30
28196,2023-07-15,Lugo,,26-35,Web,True,2023-09-15
28197,2023-03-26,Cáceres,,60+,Tienda,True,2025-04-11
28198,2023-12-13,Lugo,M,18-25,Web,True,2024-11-28
28199,2021-11-09,Lugo,M,18-25,Tienda,True,2025-03-12
28200,2022-07-18,Almería,F,26-35,Mobile,True,2023-12-13
28201,2026-03-12,Soria,F,46-60,Mobile,True,2026-03-22
28202,2023-12-27,Cáceres,M,36-45,Tienda,True,2026-01-02
28203,2025-10-30,Ourense,F,26-35,Web,True,2025-12-01
28204,2021-06-17,Murcia,F,46-60,Mobile,True,2025-01-20
28205,2024-04-29,Melilla,F,46-60,Web,True,2024-07-29
28206,2023-06-12,Teruel,F,18-25,Mobile,True,2024-06-05
28207,2024-05-16,Navarra,M,46-60,Tienda,False,2026-01-08
28208,2023-09-17,Guipúzcoa,F,26-35,Web,True,2025-09-01
28209,2023-03-15,Málaga,M,26-35,Tienda,True,2026-01-20
28210,2023-11-17,Valladolid,,60+,Mobile,True,2024-11-01
28211,2025-10-14,Murcia,,26-35,Tienda,True,2026-02-17
28212,2024-06-12,Santa Cruz de Tenerife,M,46-60,Tienda,True,2026-02-28
28213,2025-10-01,Zamora,,46-60,Tienda,True,2026-04-24
28214,2023-12-01,Baleares,,36-45,Mobile,True,2026-04-29
28215,2023-10-03,Alicante,M,18-25,Tienda,True,2025-09-11
28216,2025-06-13,Palencia,F,46-60,Tienda,True,2025-12-24
28217,2026-05-06,Córdoba,M,18-25,Tienda,True,2026-05-17
28218,2022-03-15,Córdoba,M,26-35,Mobile,True,2025-06-19
28219,2026-03-01,Navarra,,18-25,Mobile,False,2026-04-03
28220,2025-05-14,Castellón,,36-45,Tienda,False,2025-10-08
28221,2022-05-29,Cuenca,M,26-35,Mobile,True,2025-06-29
28222,2021-12-25,Toledo,M,46-60,Mobile,True,2025-02-02
28223,2025-11-10,Ciudad,F,46-60,Mobile,True,2025-12-15
28224,2023-07-26,Sevilla,M,26-35,Tienda,True,2025-05-23
28225,2024-02-11,Cantabria,F,18-25,Web,True,2024-09-03
28226,2021-12-28,Cuenca,M,26-35,Mobile,True,2026-04-24
28227,2022-08-06,Zaragoza,,26-35,Mobile,True,2025-01-01
28228,2025-09-10,Cádiz,,46-60,Web,True,2026-04-26
28229,2021-11-07,Valencia,,60+,Mobile,True,2022-05-20
28230,2025-02-09,Málaga,F,18-25,Mobile,True,2025-10-26
28231,2023-10-09,Segovia,F,18-25,Web,True,2024-11-18
28232,2023-04-07,Granada,,26-35,Tienda,False,2023-08-05
28233,2022-05-29,Málaga,M,26-35,Web,True,2024-03-25
28234,2022-09-06,Madrid,,18-25,Tienda,True,2023-05-14
28235,2025-06-16,Vizcaya,F,60+,Tienda,False,2026-05-05
28236,2024-04-14,Guadalajara,,26-35,Tienda,True,2025-01-25
28237,2026-02-01,Guipúzcoa,F,46-60,Mobile,True,2026-03-17
28238,2021-07-26,Zamora,,26-35,Web,True,2023-01-07
28239,2025-08-08,Alicante,F,36-45,Mobile,True,2026-03-11
28240,2021-08-26,Ciudad,,36-45,Web,False,2022-03-08
28241,2024-11-12,La Coruña,M,46-60,Tienda,True,2025-10-14
28242,2023-04-10,Castellón,,36-45,Web,True,2026-01-20
28243,2025-01-21,Castellón,F,46-60,Mobile,True,2026-03-28
28244,2025-08-24,Álava,F,60+,Tienda,True,2026-02-19
28245,2023-07-05,Baleares,F,46-60,Web,True,2026-03-15
28246,2022-02-05,Las Palmas,,60+,Web,True,2025-07-25
28247,2021-11-11,Granada,M,60+,Web,True,2022-08-07
28248,2023-10-27,Melilla,M,46-60,Tienda,True,2024-11-23
28249,2023-06-19,Ourense,M,26-35,Tienda,True,2026-04-10
28250,2025-03-25,Cáceres,M,36-45,Tienda,True,2025-04-06
28251,2025-11-16,Zamora,F,26-35,Mobile,True,2026-02-18
28252,2024-06-16,Asturias,F,26-35,Mobile,True,2025-04-19
28253,2024-11-11,Zaragoza,M,46-60,Tienda,True,2026-01-02
28254,2025-07-19,Tarragona,M,36-45,Mobile,True,2026-02-10
28255,2025-03-17,Zaragoza,,36-45,Tienda,False,2025-06-21
28256,2023-04-22,Ávila,M,60+,Web,True,2024-02-14
28257,2024-10-25,Cantabria,,36-45,Tienda,True,2025-11-30
28258,2024-09-08,Teruel,,36-45,Web,True,2026-04-07
28259,2022-05-19,Ourense,M,26-35,Web,True,2022-09-05
28260,2022-09-26,Badajoz,F,46-60,Mobile,True,2024-06-14
28261,2021-10-25,Cáceres,F,36-45,Web,True,2022-07-01
28262,2023-09-22,Las Palmas,F,60+,Web,True,2023-10-22
28263,2023-05-22,Álava,,26-35,Web,True,2024-08-01
28264,2022-01-30,Barcelona,F,18-25,Web,True,2023-07-21
28265,2024-01-12,Córdoba,,18-25,Web,True,2025-12-11
28266,2022-12-01,Zamora,,36-45,Mobile,True,2023-04-21
28267,2022-11-11,Almería,M,18-25,Mobile,True,2024-04-28
28268,2025-03-01,Huesca,F,60+,Tienda,True,2025-06-22
28269,2023-02-12,Badajoz,M,60+,Tienda,True,2026-03-17
28270,2023-04-13,Asturias,F,60+,Web,False,2025-04-01
28271,2024-06-18,León,,46-60,Mobile,True,2025-05-23
28272,2023-03-12,Zamora,F,36-45,Tienda,True,2023-08-12
28273,2021-11-03,Cantabria,F,36-45,Tienda,True,2023-08-19
28274,2023-07-13,Barcelona,F,26-35,Web,True,2025-03-17
28275,2025-11-10,Lugo,F,46-60,Tienda,True,2026-02-07
28276,2022-05-02,Lleida,M,18-25,Tienda,True,2024-04-19
28277,2023-12-02,Guipúzcoa,M,46-60,Web,True,2025-10-16
28278,2024-11-09,Lugo,M,60+,Web,True,2025-02-04
28279,2021-08-11,Cádiz,F,46-60,Web,True,2024-01-29
28280,2026-01-06,Melilla,,26-35,Tienda,True,2026-01-07
28281,2021-12-28,Salamanca,M,36-45,Tienda,True,2022-07-25
28282,2024-06-16,Zaragoza,M,60+,Web,True,2026-02-06
28283,2022-08-07,Jaén,F,18-25,Tienda,True,2026-05-16
28284,2023-11-02,Murcia,,46-60,Tienda,True,2025-06-20
28285,2022-07-23,Granada,M,18-25,Web,True,2025-12-11
28286,2021-09-26,Ourense,M,46-60,Web,True,2022-06-06
28287,2024-12-16,Valladolid,M,60+,Tienda,True,2026-05-11
28288,2022-07-19,Toledo,M,36-45,Web,True,2025-04-26
28289,2024-12-27,Navarra,F,46-60,Mobile,True,2026-04-14
28290,2025-06-20,Vizcaya,M,26-35,Tienda,True,2026-03-04
28291,2022-06-06,Palencia,F,60+,Mobile,True,2025-08-15
28292,2023-10-16,Murcia,M,18-25,Mobile,True,2024-03-24
28293,2023-04-17,Toledo,M,46-60,Mobile,True,2024-08-23
28294,2022-11-17,Cáceres,,36-45,Tienda,True,2025-08-20
28295,2024-12-23,Burgos,F,18-25,Tienda,True,2025-04-12
28296,2026-04-07,Asturias,,36-45,Web,True,2026-04-20
28297,2022-06-29,Lugo,F,60+,Mobile,True,2025-12-09
28298,2024-07-23,Cuenca,,26-35,Web,True,2024-10-27
28299,2021-11-29,Murcia,F,46-60,Mobile,True,2023-01-17
28300,2022-07-02,Asturias,F,46-60,Mobile,True,2025-07-24
28301,2022-11-15,Sevilla,M,46-60,Mobile,False,2023-02-27
28302,2023-01-09,Madrid,,26-35,Tienda,False,2023-07-14
28303,2024-12-16,Granada,F,46-60,Tienda,True,2026-02-11
28304,2021-12-15,Palencia,M,46-60,Tienda,True,2024-07-16
28305,2025-05-21,Córdoba,M,18-25,Mobile,True,2026-01-25
28306,2025-04-03,Toledo,M,60+,Web,True,2025-08-27
28307,2022-01-20,Cádiz,,36-45,Web,True,2022-06-24
28308,2024-02-28,Albacete,M,60+,Web,True,2026-05-16
28309,2023-02-06,Vizcaya,,18-25,Web,True,2025-12-06
28310,2024-05-29,Salamanca,,46-60,Mobile,True,2025-10-12
28311,2022-05-11,Tarragona,,36-45,Tienda,True,2024-11-06
28312,2022-06-10,Las Palmas,M,18-25,Mobile,True,2025-09-05
28313,2023-04-10,Granada,F,60+,Web,True,2026-04-02
28314,2025-03-09,Madrid,F,60+,Mobile,True,2025-09-18
28315,2024-05-18,Vizcaya,M,60+,Mobile,True,2024-06-16
28316,2024-05-04,León,,46-60,Tienda,True,2024-05-04
28317,2023-10-08,La Coruña,,46-60,Tienda,False,2025-04-24
28318,2022-05-04,Huelva,,46-60,Tienda,True,2024-04-10
28319,2025-03-17,Vizcaya,M,60+,Mobile,True,2025-09-23
28320,2022-07-18,Valencia,,60+,Tienda,True,2023-12-16
28321,2024-08-19,Melilla,F,36-45,Tienda,True,2025-03-03
28322,2024-12-05,Huesca,F,46-60,Web,False,2025-05-15
28323,2024-11-23,La Coruña,M,18-25,Mobile,True,2026-01-13
28324,2023-04-12,Asturias,M,46-60,Mobile,True,2024-02-18
28325,2022-06-14,Cuenca,M,18-25,Tienda,False,2025-03-02
28326,2024-03-19,Badajoz,,46-60,Mobile,False,2025-06-20
28327,2025-11-02,Barcelona,F,18-25,Mobile,True,2026-03-12
28328,2022-07-14,Vizcaya,M,26-35,Web,True,2022-07-18
28329,2024-02-16,Guipúzcoa,,18-25,Mobile,True,2024-04-26
28330,2024-05-22,Pontevedra,M,18-25,Mobile,True,2025-04-09
28331,2024-06-29,Santa Cruz de Tenerife,M,36-45,Tienda,True,2025-04-30
28332,2024-03-22,La Rioja,M,46-60,Web,True,2025-08-05
28333,2023-01-22,Ciudad,M,36-45,Tienda,True,2024-06-26
28334,2025-04-28,Córdoba,M,36-45,Web,True,2025-11-17
28335,2023-05-10,Cuenca,M,60+,Tienda,True,2024-08-13
28336,2021-10-25,Cantabria,M,36-45,Tienda,True,2025-04-02
28337,2025-07-23,Tarragona,M,60+,Web,False,2026-03-27
28338,2024-09-12,Vizcaya,,26-35,Web,True,2025-08-19
28339,2025-08-01,La Coruña,,26-35,Web,True,2026-02-11
28340,2022-08-05,Álava,,18-25,Web,True,2023-05-21
28341,2023-05-24,Baleares,F,36-45,Mobile,True,2023-06-18
28342,2024-04-28,Navarra,M,36-45,Mobile,True,2025-06-27
28343,2022-03-24,Teruel,M,60+,Mobile,True,2024-05-28
28344,2025-08-09,Cáceres,M,60+,Mobile,True,2026-04-23
28345,2021-08-02,Castellón,M,36-45,Web,True,2023-02-06
28346,2025-09-24,Segovia,,26-35,Mobile,True,2026-03-22
28347,2023-05-11,Baleares,F,46-60,Web,True,2023-10-08
28348,2022-05-03,Guadalajara,F,46-60,Web,True,2023-01-09
28349,2022-09-01,Barcelona,M,60+,Tienda,True,2025-04-15
28350,2023-11-26,Guipúzcoa,F,36-45,Web,True,2025-01-06
28351,2025-07-15,Asturias,,18-25,Tienda,True,2026-04-28
28352,2023-09-24,Burgos,F,18-25,Web,True,2024-07-23
28353,2022-05-12,Málaga,M,46-60,Web,True,2025-10-24
28354,2022-11-21,Segovia,M,36-45,Mobile,False,2023-12-21
28355,2021-06-24,Cantabria,F,26-35,Tienda,True,2021-11-30
28356,2023-09-01,Lugo,,36-45,Tienda,True,2026-04-08
28357,2022-12-27,Castellón,,26-35,Tienda,True,2024-10-20
28358,2026-01-06,Huelva,,36-45,Tienda,True,2026-01-15
28359,2022-03-09,Navarra,F,36-45,Mobile,True,2022-10-26
28360,2022-05-08,Las Palmas,F,36-45,Web,True,2024-11-12
28361,2022-06-03,Madrid,,26-35,Web,True,2024-09-28
28362,2025-08-20,Melilla,F,36-45,Web,True,2025-09-15
28363,2021-05-27,Badajoz,M,36-45,Mobile,True,2022-11-15
28364,2026-02-12,Ciudad,M,26-35,Tienda,True,2026-03-17
28365,2025-01-06,Melilla,F,36-45,Web,False,2025-07-13
28366,2024-07-22,Ávila,,18-25,Web,True,2024-10-12
28367,2023-09-27,Asturias,M,36-45,Tienda,True,2023-10-29
28368,2025-09-10,Las Palmas,F,18-25,Web,True,2026-03-06
28369,2026-03-16,Santa Cruz de Tenerife,M,18-25,Mobile,True,2026-05-05
28370,2022-06-14,Ciudad,F,46-60,Tienda,True,2024-06-29
28371,2023-05-29,Albacete,F,36-45,Web,True,2023-07-17
28372,2026-05-15,Jaén,F,60+,Web,True,2026-05-17
28373,2022-02-10,Valencia,M,26-35,Web,False,2022-09-24
28374,2023-09-17,Teruel,,60+,Mobile,True,2025-05-15
28375,2025-11-28,Cáceres,,60+,Tienda,True,2026-01-25
28376,2022-12-09,Málaga,,46-60,Web,True,2024-05-03
28377,2022-10-18,Teruel,,18-25,Web,True,2024-02-03
28378,2023-08-18,Baleares,F,18-25,Mobile,True,2024-09-16
28379,2022-02-26,Segovia,M,26-35,Mobile,True,2022-12-26
28380,2025-01-26,Palencia,M,18-25,Mobile,True,2025-09-20
28381,2022-10-22,Córdoba,,60+,Web,True,2023-11-17
28382,2023-06-18,Murcia,,26-35,Web,True,2025-05-25
28383,2021-11-23,Cantabria,M,46-60,Web,True,2025-01-07
28384,2025-09-28,Teruel,,18-25,Tienda,True,2025-12-26
28385,2021-11-01,Huesca,F,36-45,Web,True,2024-10-14
28386,2022-10-23,Ceuta,M,36-45,Tienda,True,2025-07-03
28387,2021-10-08,Las Palmas,F,36-45,Web,True,2023-04-30
28388,2023-08-17,Murcia,F,60+,Tienda,True,2024-02-22
28389,2023-06-14,Ciudad,M,26-35,Tienda,True,2026-05-03
28390,2025-04-26,Huesca,M,18-25,Tienda,True,2025-11-09
28391,2021-11-28,Albacete,F,60+,Web,False,2023-11-24
28392,2023-11-05,Valencia,F,18-25,Web,True,2024-07-21
28393,2024-01-11,Zaragoza,M,36-45,Tienda,True,2025-07-26
28394,2026-04-26,Almería,M,60+,Tienda,True,2026-05-04
28395,2022-07-30,Badajoz,M,18-25,Web,True,2025-09-17
28396,2025-05-09,Málaga,M,18-25,Tienda,True,2026-02-23
28397,2026-03-27,Cádiz,M,46-60,Mobile,True,2026-05-12
28398,2024-03-24,Ourense,F,46-60,Tienda,True,2024-11-12
28399,2024-05-23,Sevilla,M,26-35,Tienda,True,2025-06-20
28400,2025-06-08,Navarra,M,18-25,Web,True,2025-10-19
28401,2024-08-28,Murcia,F,36-45,Mobile,True,2025-03-03
28402,2024-10-24,Salamanca,F,18-25,Tienda,True,2026-03-26
28403,2026-04-22,Lleida,F,18-25,Tienda,True,2026-05-11
28404,2026-02-24,Girona,F,18-25,Mobile,True,2026-03-21
28405,2023-01-08,Palencia,F,60+,Tienda,True,2024-07-31
28406,2021-07-04,Valencia,F,46-60,Web,True,2023-11-12
28407,2023-12-14,Guipúzcoa,,18-25,Web,True,2025-11-29
28408,2023-02-09,Salamanca,F,46-60,Mobile,True,2024-07-03
28409,2021-07-16,Sevilla,M,26-35,Web,True,2026-01-25
28410,2023-01-11,León,F,26-35,Mobile,True,2026-04-27
28411,2022-05-07,Valencia,F,46-60,Tienda,True,2024-05-04
28412,2026-04-16,Madrid,,26-35,Tienda,True,2026-05-17
28413,2024-10-17,Cáceres,M,36-45,Mobile,True,2026-04-18
28414,2026-01-17,León,,36-45,Mobile,True,2026-03-17
28415,2021-10-11,Tarragona,,60+,Web,True,2022-06-12
28416,2025-01-12,Álava,,46-60,Tienda,True,2025-05-04
28417,2024-11-15,Córdoba,,18-25,Web,True,2026-02-03
28418,2024-08-12,Valladolid,,36-45,Mobile,True,2025-12-16
28419,2023-02-26,Palencia,,18-25,Tienda,True,2024-10-22
28420,2025-01-01,Baleares,F,26-35,Tienda,True,2025-02-08
28421,2022-07-01,Melilla,M,18-25,Web,False,2023-05-06
28422,2024-09-26,Girona,F,36-45,Web,True,2024-11-08
28423,2024-02-25,Álava,M,18-25,Web,True,2024-04-28
28424,2021-06-14,León,M,60+,Mobile,True,2024-09-27
28425,2024-10-27,Madrid,M,26-35,Tienda,True,2025-11-28
28426,2023-11-24,Vizcaya,M,46-60,Mobile,True,2025-01-17
28427,2021-12-05,Baleares,,26-35,Mobile,True,2024-09-16
28428,2025-04-17,Málaga,F,36-45,Web,True,2025-10-28
28429,2023-07-17,Ceuta,M,18-25,Tienda,True,2024-10-04
28430,2025-07-14,Baleares,M,26-35,Mobile,True,2025-12-17
28431,2021-06-05,Castellón,M,36-45,Web,True,2023-03-03
28432,2026-03-23,Santa Cruz de Tenerife,F,46-60,Tienda,False,2026-03-30
28433,2023-06-10,Badajoz,F,60+,Mobile,True,2023-09-13
28434,2021-05-31,Cáceres,,60+,Tienda,True,2026-05-07
28435,2022-07-02,La Coruña,,36-45,Mobile,True,2025-03-18
28436,2022-02-10,Las Palmas,M,18-25,Mobile,False,2022-08-02
28437,2024-12-09,Albacete,,46-60,Tienda,True,2025-01-06
28438,2021-10-24,Palencia,,60+,Mobile,True,2024-04-18
28439,2026-01-22,Valencia,F,36-45,Web,True,2026-02-21
28440,2023-03-23,Burgos,,26-35,Web,True,2025-01-09
28441,2022-10-18,Baleares,,18-25,Mobile,True,2023-05-10
28442,2024-01-08,Tarragona,,18-25,Tienda,True,2025-05-10
28443,2024-04-30,Soria,,60+,Web,True,2026-04-30
28444,2023-10-14,Barcelona,,18-25,Mobile,False,2024-08-13
28445,2022-01-14,Salamanca,F,46-60,Web,True,2025-04-17
28446,2025-06-10,La Coruña,F,46-60,Tienda,True,2025-06-15
28447,2022-04-29,Pontevedra,F,60+,Tienda,True,2023-07-26
28448,2024-05-05,Segovia,F,18-25,Mobile,False,2025-06-13
28449,2024-09-08,Ceuta,M,26-35,Tienda,True,2024-10-25
28450,2026-02-25,Alicante,,46-60,Web,True,2026-05-01
28451,2023-08-14,Melilla,,26-35,Mobile,True,2025-09-01
28452,2022-12-28,Burgos,M,36-45,Tienda,True,2026-03-16
28453,2023-02-05,Las Palmas,,60+,Web,True,2025-08-20
28454,2024-12-31,Teruel,M,18-25,Tienda,True,2025-10-15
28455,2023-04-14,Zamora,F,36-45,Mobile,True,2024-11-15
28456,2025-03-11,Córdoba,F,46-60,Tienda,True,2026-04-20
28457,2021-07-02,Lleida,M,46-60,Tienda,True,2025-03-24
28458,2021-10-05,Albacete,,26-35,Mobile,True,2023-05-30
28459,2022-11-02,Almería,,60+,Tienda,True,2025-04-01
28460,2023-05-01,Albacete,M,36-45,Mobile,True,2023-08-12
28461,2022-10-21,Cáceres,,46-60,Mobile,True,2025-04-22
28462,2024-07-31,Valencia,,60+,Web,True,2025-02-19
28463,2022-08-20,Zamora,,60+,Web,True,2025-10-22
28464,2025-11-28,Teruel,M,26-35,Web,True,2025-12-20
28465,2026-03-23,Burgos,,18-25,Mobile,True,2026-03-30
28466,2022-03-27,Soria,F,26-35,Mobile,True,2024-07-20
28467,2025-12-08,Zaragoza,,18-25,Web,True,2026-01-19
28468,2022-09-22,Barcelona,M,26-35,Mobile,True,2024-03-08
28469,2021-08-11,Asturias,,26-35,Web,True,2025-09-06
28470,2021-07-16,Huesca,F,60+,Web,True,2023-10-03
28471,2023-02-07,La Coruña,,26-35,Mobile,True,2024-09-14
28472,2022-09-22,Albacete,F,36-45,Web,True,2025-08-12
28473,2024-01-07,Murcia,M,36-45,Mobile,False,2025-10-12
28474,2025-07-24,Toledo,,36-45,Tienda,True,2026-05-03
28475,2022-06-15,Almería,F,18-25,Tienda,True,2025-04-21
28476,2025-08-07,Ourense,M,36-45,Tienda,True,2026-02-26
28477,2023-10-15,Albacete,,36-45,Mobile,True,2026-03-02
28478,2024-03-21,Cuenca,F,26-35,Web,True,2026-01-15
28479,2023-03-29,Melilla,,46-60,Web,True,2024-07-19
28480,2023-09-25,Baleares,,60+,Mobile,True,2025-10-23
