art_id,cod_barra,desc_art,id_categ_n1,id_categ_n2,id_categ_n3,id_proveedor,precio_lista,peso_kg,unid_medida,activo,fec_alta
2723,3226608265918,Rubber Keyboard,Tecnología,TV,mal,576,5000.0,3.11,UND,True,2026-01-26
2724,6251169235794,Gently Used Concrete Salad,Moda,Pantalones,aquellos,526,116.46,16.55,KG,True,2025-10-31
2725,2036852889911,New Metal Towels,Hogar,Decoración,pública,80,474.18,14.93,UND,True,2025-10-12
2726,4319694102331,Unbranded Wooden Computer,Moda,Pantalones,podemos,761,205.54,19.93,UND,True,2024-05-14
2727,5761842038105,Keyboard,Moda,Zapatos,servicio,118,261.74,14.78,KG,True,2023-11-09
2728,2972826965994,Fish,Hogar,Cocina,obras,624,306.78,9.28,UND,True,2023-09-21
2729,2371872276724,Handmade Steel Computer,Bebés,Juguetes,fácil,765,855.81,5.29,LT,True,2023-09-13
2730,9434689200344,Metal Gloves,Tecnología,Computadores,hecho,269,550.47,7.49,LT,True,2025-06-06
2731,4591877889240,For repair Concrete Fish,Bebés,Ropa bebé,naturaleza,754,421.73,11.37,LT,True,2024-12-19
2732,5431643096832,Gorgeous Pizza,Hogar,Limpieza,gonzález,281,591.27,18.64,KG,True,2024-10-18
2733,2389037774756,Incredible Cotton Shoes,Tecnología,Celulares,frente,681,479.96,4.2,KG,True,2023-09-13
2734,7481680425216,Gently Used Frozen Pants,Tecnología,Computadores,ello,441,92.43,19.38,UND,True,2025-12-20
2735,6797786998440,Fresh Chicken,Bebés,Juguetes,tenemos,666,258.38,0.22,UND,True,2025-12-31
2736,8458365239153,Cotton Pants,Moda,Pantalones,salud,549,656.15,16.72,UND,True,2025-07-22
2737,4493974059635,New Hat,Bebés,Pañales,qué,757,182.61,7.09,LT,True,2025-01-22
2738,3259737223320,Practical Frozen Car,Moda,Zapatos,compañía,166,473.3,12.86,KG,True,2024-07-22
2739,1251070393113,For repair Metal Chicken,Bebés,Juguetes,respecto,334,997.23,3.12,LT,True,2024-11-02
2740,4424214445680,Concrete Chips,Tecnología,TV,relaciones,411,165.45,4.0,LT,True,2025-07-12
2741,9040005694409,Refined Concrete Pants,Moda,Pantalones,todos,450,916.75,8.35,LT,True,2025-05-18
2742,9767335774938,Refined Chips,Bebés,Juguetes,aspecto,209,297.87,18.82,KG,True,2025-09-02
2743,7300398126324,Small Hat,Hogar,Limpieza,último,492,356.32,17.17,KG,True,2024-04-11
2744,3075960819860,Awesome Soft Gloves,Moda,Zapatos,miedo,452,772.04,1.52,UND,True,2026-04-06
2745,4943344038956,Plastic Chair,Moda,Camisas,aquellas,217,599.35,19.71,UND,True,2023-09-27
2746,2315371034324,For repair Cotton Chair,Moda,Zapatos,santa,77,21.84,16.91,LT,True,2025-09-04
2747,8165220225618,Steel Chicken,Moda,Zapatos,carrera,504,52.86,13.28,UND,True,2026-03-02
2748,5047473975737,Licensed Towels,Tecnología,Celulares,muchos,15,563.58,12.76,KG,True,2024-05-29
2749,7421897858650,Granite Ball,Tecnología,TV,era,591,287.56,16.48,KG,True,2025-10-27
2750,1453567705977,Cheese,Bebés,Ropa bebé,energía,212,66.65,6.63,LT,True,2023-09-02
2751,1340249184802,Cheese,Hogar,Decoración,mucha,762,171.29,12.17,LT,True,2023-09-19
2752,3058631980038,Used Pants,Hogar,Cocina,imposible,607,60.74,17.3,UND,True,2025-12-23
2753,0829772360576,Bacon,Moda,Camisas,económica,72,298.03,9.76,KG,True,2024-07-09
2754,5140699688990,Sleek Steel Sausages,Tecnología,Celulares,niño,314,1165.42,6.61,KG,True,2025-09-06
2755,8712731947043,Intelligent Plastic Sausages,Bebés,Juguetes,algunas,400,162.01,13.93,UND,True,2024-11-30
2756,8588352708574,Chicken,Tecnología,Computadores,cama,513,423.4,11.17,UND,True,2024-02-24
2757,5936155965091,Pants,Tecnología,Computadores,conocimiento,311,298.32,8.48,UND,True,2024-07-15
2758,0172948806683,Gorgeous Cotton Bacon,Tecnología,Computadores,pesar,478,1642.13,7.58,UND,True,2023-07-19
2759,6600553656972,Towels,Moda,Pantalones,orden,678,1177.09,3.2,KG,True,2023-07-13
2760,2679990396301,Refined Rubber Computer,Bebés,Ropa bebé,éste,278,67.6,17.39,KG,True,2024-04-05
2761,8668053192916,Awesome Cotton Soap,Bebés,Pañales,cosa,246,273.47,10.78,UND,True,2023-08-29
2762,1060320455835,Frozen Keyboard,Moda,Camisas,dado,549,136.57,15.56,LT,True,2025-11-14
2763,6355328715032,Handcrafted Rubber Cheese,Bebés,Juguetes,durante,467,181.58,16.29,UND,True,2023-08-05
2764,0854645010203,Licensed Hat,Hogar,Decoración,mil,479,726.29,2.8,KG,True,2025-11-17
2765,5297514763520,Gently Used Granite Tuna,Hogar,Decoración,curso,417,401.69,16.24,UND,True,2023-12-19
2766,9406893308758,Chips,Bebés,Juguetes,ambos,503,716.3,17.25,UND,True,2025-10-28
2767,0720734555569,Fresh Pants,Hogar,Cocina,secretario,715,33.49,8.26,LT,True,2023-08-25
2768,2495739638705,Incredible Rubber Sausages,Tecnología,Celulares,ejemplo,258,839.69,13.23,KG,True,2023-11-29
2769,1568782966222,Granite Pants,Bebés,Ropa bebé,civil,67,508.1,17.28,UND,True,2025-07-29
2770,0132902744178,Wooden Chicken,Tecnología,Computadores,baja,65,1651.67,11.37,KG,True,2025-06-14
2771,0274286387852,Salad,Hogar,Limpieza,le,5,179.79,14.71,KG,True,2026-01-31
2772,2482537446625,Chips,Moda,Pantalones,quizá,595,971.36,4.08,KG,True,2025-08-02
2773,8148295654620,Pizza,Hogar,Limpieza,tiempo,691,443.47,12.99,KG,True,2026-01-06
2774,1932738647167,Granite Soap,Moda,Zapatos,fueron,585,378.28,10.23,UND,True,2025-06-18
2775,8631000709345,Handmade Granite Soap,Tecnología,TV,norte,796,203.3,15.74,UND,True,2024-09-18
2776,9299411834781,Ball,Bebés,Ropa bebé,cambios,373,301.27,1.86,LT,True,2025-02-01
2777,6102578292918,Cheese,Hogar,Cocina,ciudad,551,124.37,16.08,UND,True,2025-08-19
2778,7218733366772,Soft Keyboard,Tecnología,TV,consumo,683,222.48,2.65,LT,True,2023-08-03
2779,8912188915408,Metal Pizza,Moda,Camisas,efectos,22,183.43,2.48,LT,True,2025-10-20
2780,5127844282722,Rustic Wooden Chips,Tecnología,Celulares,partidos,141,248.74,15.0,LT,True,2024-08-26
2781,1862054501389,Handcrafted Concrete Shirt,Tecnología,Celulares,mientras,424,276.13,7.63,LT,True,2024-09-14
2782,4035905168797,Generic Hat,Moda,Camisas,esto,45,283.14,4.56,KG,True,2023-11-28
2783,1497937680815,Frozen Chair,Tecnología,Computadores,valor,796,328.57,7.35,UND,True,2025-04-09
2784,9331973869808,Granite Pizza,Tecnología,Celulares,hijo,796,325.4,3.54,UND,True,2025-02-20
2785,2568080150360,Ergonomic Fish,Hogar,Limpieza,sé,472,368.95,0.27,KG,True,2024-04-20
2786,7383966242121,Metal Table,Moda,Pantalones,mirada,593,321.36,14.24,UND,True,2025-08-15
2787,6114201818402,Tasty Cotton Pants,Hogar,Cocina,estudios,199,252.68,3.72,KG,True,2024-01-13
2788,0662839438678,Sausages,Tecnología,Computadores,mundo,234,509.2,8.78,KG,True,2024-11-26
2789,1427729244932,Ergonomic Chair,Hogar,Decoración,artículo,266,1113.18,16.75,LT,True,2026-04-24
2790,3716845143051,Soft Table,Bebés,Juguetes,aun,412,236.74,16.84,LT,True,2024-06-05
2791,7252778669641,Shirt,Moda,Pantalones,señora,586,193.95,11.4,KG,True,2023-10-11
2792,0011994495161,Wooden Computer,Hogar,Cocina,siglo,153,482.58,8.06,UND,True,2023-12-15
2793,3260810245962,Granite Cheese,Tecnología,Celulares,comunidad,115,368.84,4.23,KG,True,2025-03-05
2794,9010162481341,Salad,Hogar,Cocina,da,164,125.93,16.35,LT,True,2026-04-21
2795,2012574888111,For repair Shoes,Bebés,Pañales,puesto,254,156.23,13.34,UND,True,2024-04-18
2796,3721078038180,Chicken,Moda,Zapatos,educación,646,182.73,18.33,LT,True,2024-12-10
2797,7105222387946,Generic Hat,Moda,Camisas,modo,704,117.42,14.6,UND,True,2023-11-08
2798,7983835733592,Small Steel Ball,Hogar,Cocina,frente,42,513.31,0.4,KG,True,2026-01-13
2799,5585837166808,Sleek Car,Hogar,Cocina,ha,706,711.47,7.18,LT,True,2024-09-01
2800,4631507728737,Car,Moda,Camisas,cultura,222,147.1,6.5,UND,True,2025-06-22
2801,5609184208537,Awesome Sausages,Tecnología,Celulares,cama,197,84.96,6.85,UND,True,2024-05-27
2802,2462913468793,Rustic Concrete Pizza,Bebés,Ropa bebé,el,775,393.57,4.25,UND,True,2023-07-27
2803,4872802480436,Gently Used Shoes,Hogar,Decoración,ciento,225,341.52,17.28,UND,True,2024-01-17
2804,2591451179936,Practical Pizza,Hogar,Cocina,nuestras,290,3309.13,19.32,UND,True,2025-08-09
2805,6065735907240,Intelligent Cheese,Tecnología,TV,pesar,339,645.55,12.3,KG,True,2023-06-08
2806,9585564091554,Wooden Shirt,Tecnología,Computadores,flores,591,107.27,19.66,LT,True,2024-04-03
2807,9477223499002,Wooden Bike,Bebés,Pañales,aquel,3,127.86,2.48,LT,True,2026-01-15
2808,3269014884045,Small Wooden Cheese,Bebés,Juguetes,buen,311,453.93,19.23,UND,True,2025-11-09
2809,8105491921376,Bike,Hogar,Cocina,natural,633,313.49,11.36,LT,True,2024-11-14
2810,0393099822791,Gently Used Mouse,Tecnología,TV,tarde,665,296.54,19.42,KG,True,2025-05-23
2811,8349658764264,Pants,Bebés,Ropa bebé,producto,590,354.06,3.8,KG,True,2025-12-04
2812,7372813124284,Granite Ball,Hogar,Limpieza,padre,3,719.05,4.29,KG,True,2023-11-19
2813,0045439823554,Concrete Gloves,Moda,Camisas,jóvenes,611,2114.68,4.57,UND,True,2025-07-28
2814,8235114422888,Chair,Bebés,Juguetes,objeto,97,1251.4,0.77,UND,True,2025-05-11
2815,7659093989544,Gorgeous Chicken,Bebés,Ropa bebé,serie,754,120.07,9.34,UND,True,2023-08-07
2816,0216455190337,Fresh Tuna,Tecnología,Celulares,todo,643,194.03,0.57,UND,True,2026-02-23
2817,3435882984747,Tuna,Bebés,Pañales,mayores,340,31.47,17.55,LT,True,2025-07-23
2818,4789827769005,Wooden Chips,Moda,Pantalones,juez,546,408.92,14.53,KG,True,2023-11-03
2819,0645939142362,Practical Shirt,Moda,Zapatos,posible,131,195.88,17.35,KG,True,2025-08-03
2820,3746635179175,Car,Tecnología,Computadores,alrededor,340,324.79,10.42,UND,True,2025-02-11
2821,4286738235631,Soft Computer,Moda,Zapatos,josé,93,145.43,12.59,LT,True,2024-12-31
2822,5660688324642,Cheese,Tecnología,Computadores,natural,570,143.9,5.14,KG,True,2024-12-07
2823,7598889996611,Granite Mouse,Tecnología,TV,me,697,70.97,12.47,KG,True,2025-03-17
2824,6519967086063,Sleek Tuna,Moda,Camisas,cuarto,404,240.66,15.14,UND,True,2025-09-30
2825,0203502149707,Steel Gloves,Moda,Pantalones,sociales,14,584.94,4.36,LT,True,2024-07-25
2826,4708943946107,Incredible Rubber Shirt,Bebés,Ropa bebé,jorge,434,168.79,1.9,UND,True,2025-04-20
2827,8827984045290,Bike,Tecnología,TV,precisamente,708,635.38,9.52,KG,True,2025-01-19
2828,7626681032500,Steel Soap,Hogar,Limpieza,últimos,546,165.88,16.0,KG,True,2025-04-03
2829,3305831590940,Practical Sausages,Bebés,Ropa bebé,tenido,34,331.38,18.52,KG,True,2025-01-02
2830,5034141289678,Gently Used Cheese,Tecnología,Celulares,relación,748,1284.53,15.02,LT,True,2023-11-10
2831,3679597486480,Metal Shoes,Hogar,Cocina,estar,750,203.31,7.69,LT,True,2025-04-09
2832,7964418449086,Awesome Wooden Ball,Tecnología,Computadores,mediante,363,414.75,6.94,UND,True,2025-05-27
2833,5876434157321,Metal Pants,Hogar,Decoración,ex,425,429.36,6.44,LT,True,2024-12-11
2834,4503808044246,Gorgeous Shoes,Moda,Camisas,tenemos,144,435.03,13.67,KG,True,2024-12-04
2835,6669168105695,Practical Rubber Sausages,Tecnología,TV,presencia,132,562.71,16.46,LT,True,2024-01-25
2836,0729625650598,Mouse,Bebés,Ropa bebé,número,199,423.64,18.24,UND,True,2024-02-27
2837,7569892635330,Generic Sausages,Moda,Zapatos,pueden,748,118.58,16.19,UND,True,2026-02-26
2838,1166571353781,Tasty Hat,Moda,Pantalones,miembros,683,219.01,6.78,KG,True,2025-01-21
2839,2366356591226,Frozen Bike,Tecnología,TV,entrar,628,588.87,11.27,KG,True,2024-03-09
2840,8626702447800,Awesome Frozen Ball,Tecnología,Celulares,domingo,468,669.95,0.33,LT,True,2025-07-08
2841,9646020078530,Fantastic Bike,Tecnología,TV,haber,645,157.55,0.83,KG,True,2025-06-10
2842,3639231705070,New Mouse,Moda,Zapatos,cuanto,223,875.83,14.26,LT,True,2025-06-28
2843,1100649476248,Refined Cheese,Moda,Camisas,suficiente,331,205.48,9.21,LT,True,2024-03-12
2844,3789577567853,Pizza,Hogar,Cocina,equipo,316,461.81,2.36,UND,True,2023-12-09
2845,5251953474416,Handcrafted Towels,Tecnología,TV,práctica,266,402.53,19.18,UND,True,2024-11-16
2846,3532428886104,Practical Steel Bacon,Bebés,Juguetes,congreso,376,132.89,14.29,UND,True,2024-02-25
2847,3877169152607,For repair Plastic Shirt,Bebés,Pañales,mundial,255,251.72,4.65,UND,True,2025-02-18
2848,5612545015903,For repair Steel Car,Hogar,Cocina,tener,110,42.89,19.94,LT,True,2026-05-04
2849,1270933802708,Licensed Shoes,Moda,Camisas,fuera,173,223.4,4.12,KG,True,2024-01-04
2850,9272046734497,Incredible Soft Bacon,Bebés,Pañales,edad,470,1137.07,9.62,UND,True,2025-10-31
2851,7918634593221,Soap,Hogar,Decoración,duda,165,49.29,9.71,UND,True,2026-05-10
2852,1798513681340,Hat,Tecnología,TV,un,18,138.9,1.2,KG,True,2024-06-03
2853,4262927823827,Sausages,Moda,Pantalones,apenas,585,208.76,0.46,KG,True,2023-12-28
2854,1527792951369,Gloves,Tecnología,Computadores,relación,68,39.16,2.2,LT,True,2023-09-17
2855,9807820778567,Metal Bacon,Hogar,Decoración,saber,254,44.41,11.19,LT,True,2024-06-18
2856,3949214295611,Ball,Hogar,Limpieza,esfuerzo,8,2598.79,10.31,KG,True,2024-06-16
2857,2100488272024,Concrete Chair,Hogar,Cocina,esas,293,595.54,8.5,LT,True,2025-04-06
2858,6451512387044,Soap,Bebés,Ropa bebé,especie,108,899.79,15.69,UND,True,2024-06-01
2859,9669808476595,Pizza,Hogar,Limpieza,podrá,766,470.06,8.78,LT,True,2026-02-12
2860,3652287289806,Unbranded Chips,Hogar,Decoración,práctica,373,591.2,6.64,KG,True,2024-04-19
2861,1255542071561,Steel Tuna,Moda,Pantalones,siglo,75,240.86,17.47,UND,True,2024-06-03
2862,2278938091454,Tasty Hat,Moda,Pantalones,ninguna,135,939.6,0.59,UND,True,2023-11-22
2863,6661260979761,Sleek Plastic Tuna,Hogar,Decoración,problema,659,1389.34,19.62,LT,True,2023-08-13
2864,6954501117924,Soap,Tecnología,Celulares,rafael,217,168.36,13.89,KG,True,2023-06-22
2865,2422566324150,Handcrafted Rubber Chips,Hogar,Limpieza,juego,573,258.46,1.21,KG,True,2024-10-21
2866,1390920617518,Concrete Bacon,Bebés,Ropa bebé,amigos,147,185.36,16.61,LT,True,2026-05-06
2867,2576535507256,Ball,Hogar,Limpieza,francisco,140,304.01,14.43,KG,True,2025-06-25
2868,0098616098948,Gloves,Bebés,Juguetes,palabra,681,694.67,10.38,LT,True,2025-01-10
2869,5779306086647,Unbranded Concrete Gloves,Moda,Camisas,este,116,276.94,9.78,UND,True,2025-06-12
2870,4740480209192,Hat,Moda,Pantalones,posible,733,57.73,12.6,LT,True,2025-09-06
2871,8071982117200,Rubber Chicken,Bebés,Pañales,precios,160,873.33,0.31,LT,True,2025-08-06
2872,1598455699478,Salad,Hogar,Decoración,aquel,633,154.22,19.54,LT,True,2023-12-24
2873,3578503141508,New Fish,Hogar,Limpieza,pasado,153,496.96,1.77,UND,True,2024-10-02
2874,8952741186272,Rubber Mouse,Hogar,Decoración,presencia,766,547.9,7.77,UND,True,2026-05-08
2875,8647732860230,Shirt,Hogar,Cocina,objetivo,380,215.92,16.39,UND,True,2024-12-06
2876,2699882129923,Gorgeous Computer,Hogar,Limpieza,última,333,132.57,8.75,UND,True,2026-03-20
2877,7727447935957,Cotton Chicken,Moda,Camisas,mal,62,205.28,17.81,LT,True,2025-01-22
2878,3045378561262,Fresh Cheese,Tecnología,TV,flores,562,1634.64,11.1,LT,True,2026-04-20
2879,5646333074445,Plastic Pizza,Bebés,Juguetes,habla,454,128.23,8.01,LT,True,2024-10-28
2880,4846115147010,Refined Pants,Bebés,Ropa bebé,cada,524,110.11,11.99,KG,True,2026-04-07
2881,0703104381074,Rubber Towels,Hogar,Limpieza,aquellas,32,400.74,19.28,UND,True,2024-09-03
2882,7752295158241,New Shoes,Moda,Pantalones,de,767,267.61,16.91,KG,True,2024-10-29
2883,0846762145272,Soft Car,Hogar,Cocina,república,546,219.79,18.98,UND,True,2024-12-09
2884,0099632397787,Rubber Cheese,Bebés,Pañales,deben,428,134.27,1.04,LT,True,2025-04-15
2885,2859971860759,Rustic Chair,Moda,Zapatos,generales,256,324.33,14.74,LT,True,2024-05-25
2886,6834141619708,Bike,Tecnología,Celulares,ciudad,633,281.79,1.84,LT,True,2025-11-29
2887,7640340955122,Plastic Salad,Bebés,Juguetes,economía,244,1260.75,15.85,UND,True,2024-07-12
2888,0140952527528,Refined Cheese,Tecnología,Computadores,ejemplo,251,136.54,10.99,UND,True,2026-02-07
2889,8391946182922,Steel Soap,Tecnología,TV,falta,722,203.6,7.23,KG,True,2023-06-18
2890,5857973752550,Soft Tuna,Hogar,Limpieza,mundial,395,1196.2,13.35,KG,True,2025-09-09
2891,8839899408589,Mouse,Hogar,Limpieza,nuestra,464,197.37,5.69,LT,True,2025-07-30
2892,6485300918226,Wooden Chips,Bebés,Ropa bebé,cuestión,369,160.91,15.49,LT,True,2023-12-16
2893,1410136826907,Rustic Sausages,Hogar,Cocina,decía,552,517.65,6.84,UND,True,2025-12-06
2894,3832031993931,Soft Pants,Hogar,Limpieza,paciente,257,388.02,1.32,LT,True,2026-02-17
2895,7803810496420,Bike,Moda,Pantalones,porque,277,243.07,16.9,KG,True,2026-02-12
2896,0927991720871,Licensed Computer,Tecnología,TV,pues,301,357.15,8.06,KG,True,2023-10-26
2897,6064430767111,Soft Keyboard,Bebés,Ropa bebé,valor,435,532.2,13.49,UND,True,2023-05-22
2898,1004051009202,Handmade Soft Cheese,Bebés,Ropa bebé,república,786,388.92,16.29,UND,True,2026-02-10
2899,5740801849877,Tuna,Moda,Zapatos,torno,794,589.67,1.46,KG,True,2024-05-13
2900,0069072566210,Computer,Tecnología,Celulares,solamente,359,274.37,10.29,KG,True,2024-04-23
2901,5331188383117,Small Rubber Towels,Bebés,Juguetes,puesto,187,118.25,9.85,UND,True,2023-06-10
2902,3492328514661,Plastic Shirt,Bebés,Juguetes,crisis,247,583.5,10.9,KG,True,2025-01-11
2903,5250515303645,New Shoes,Bebés,Juguetes,soy,558,252.54,19.3,LT,True,2023-12-30
2904,5327382548292,Generic Tuna,Bebés,Ropa bebé,que,211,246.07,4.02,LT,True,2025-07-09
2905,3665148576878,Gloves,Bebés,Juguetes,valores,602,698.27,13.15,KG,True,2025-08-13
2906,9996146253077,Incredible Granite Computer,Tecnología,Computadores,estuvo,51,1742.03,6.96,KG,True,2025-09-09
2907,9508782443424,For repair Gloves,Bebés,Pañales,jóvenes,425,61.7,17.63,KG,True,2024-04-18
2908,7928678588107,Handcrafted Granite Shirt,Bebés,Ropa bebé,cantidad,146,241.52,16.07,KG,True,2024-04-03
2909,5401097685319,Granite Chips,Hogar,Limpieza,fácil,588,306.67,3.72,KG,True,2023-10-08
2910,8023074162223,Table,Tecnología,TV,dentro,771,369.39,5.22,LT,True,2024-09-20
2911,4435371118652,Rubber Shirt,Moda,Camisas,recuerdo,747,276.01,13.35,KG,True,2025-08-27
2912,3300601320772,Fantastic Steel Fish,Tecnología,Computadores,enero,791,303.09,9.5,KG,True,2024-01-18
2913,6556051288682,Shoes,Tecnología,Celulares,siempre,219,477.97,19.99,LT,True,2025-09-17
2914,1163253227262,Incredible Plastic Pizza,Hogar,Cocina,trabajar,342,272.5,17.26,UND,True,2024-07-28
2915,8721938095181,Fantastic Plastic Ball,Hogar,Decoración,carácter,85,194.4,5.55,KG,True,2024-02-13
2916,5754437865699,Towels,Hogar,Limpieza,norte,211,188.76,13.58,UND,True,2024-12-29
2917,4338809483578,Intelligent Frozen Salad,Bebés,Juguetes,papel,249,1249.85,3.63,LT,True,2026-02-16
2918,9991699282024,New Table,Tecnología,Computadores,vez,769,2406.42,7.6,LT,True,2025-06-03
2919,4045767108558,Cheese,Hogar,Limpieza,tierra,205,236.13,12.83,UND,True,2024-05-25
2920,0231536131344,Concrete Keyboard,Tecnología,TV,grupos,73,241.2,19.4,LT,True,2023-11-12
2921,5083934531609,Salad,Tecnología,TV,teatro,482,490.06,5.42,LT,True,2025-03-10
2922,2667440703663,Bike,Hogar,Limpieza,tendrá,561,378.45,12.54,UND,True,2025-02-20
2923,6615717216336,Licensed Keyboard,Hogar,Cocina,noche,557,285.78,15.37,KG,True,2024-04-04
2924,1876799237472,Pizza,Bebés,Pañales,memoria,662,94.88,9.03,KG,True,2025-07-06
2925,4277239870254,Frozen Pants,Tecnología,Computadores,efectos,452,146.52,5.34,UND,True,2024-08-26
2926,8503854582927,Pants,Hogar,Cocina,chile,361,661.46,3.29,UND,True,2023-10-03
2927,6244054364273,Hat,Hogar,Cocina,tanto,544,250.55,16.82,KG,True,2024-03-31
2928,2121689226746,Gently Used Concrete Cheese,Moda,Pantalones,hombre,670,2365.85,11.69,LT,True,2025-03-05
2929,6125099458878,Tasty Frozen Bacon,Hogar,Limpieza,estudios,171,2266.53,12.7,KG,True,2024-09-12
2930,2343252639337,Ergonomic Fresh Car,Tecnología,TV,tú,126,132.29,8.75,UND,True,2025-08-19
2931,5816844785837,Used Bike,Moda,Camisas,cuando,77,1241.77,6.77,KG,True,2023-08-28
2932,2519201938985,Handcrafted Wooden Shoes,Moda,Camisas,dijo,151,289.79,16.25,KG,True,2023-09-29
2933,5290296696239,Refined Concrete Ball,Hogar,Cocina,muestra,591,382.85,8.44,KG,True,2023-11-03
2934,3492747054793,Refined Rubber Shoes,Hogar,Cocina,falta,701,668.75,7.91,KG,True,2024-06-15
2935,4753125081565,Unbranded Pizza,Bebés,Juguetes,mismos,661,902.48,5.52,UND,True,2025-10-07
2936,6529042355113,Frozen Pants,Moda,Camisas,nueva,273,161.01,11.32,UND,True,2024-11-18
2937,9738960965916,Practical Shoes,Hogar,Decoración,explicó,26,2957.15,12.43,LT,True,2026-03-12
2938,8325040557485,Granite Chips,Moda,Pantalones,políticos,622,437.94,14.94,LT,True,2023-12-05
2939,0201036787136,Ball,Tecnología,TV,visita,373,45.88,14.24,KG,True,2026-03-25
2940,8177229173487,Cotton Bacon,Tecnología,TV,nuevas,243,254.88,12.67,LT,True,2025-06-25
2941,5858111916728,Gently Used Cheese,Bebés,Ropa bebé,nosotros,520,2746.47,12.1,KG,True,2023-05-20
2942,0460723670278,Concrete Table,Tecnología,TV,superior,72,183.31,17.45,KG,True,2023-08-28
2943,8767170573858,Licensed Steel Cheese,Hogar,Cocina,político,399,3268.85,4.43,KG,True,2025-01-13
2944,7703714851052,Frozen Chips,Moda,Pantalones,razones,415,374.83,7.56,LT,True,2025-02-03
2945,4790245982297,Ergonomic Fresh Sausages,Tecnología,Celulares,bastante,211,329.8,12.5,UND,True,2025-11-20
2946,4650172535631,Handcrafted Ball,Bebés,Pañales,educación,491,116.0,5.72,UND,True,2024-02-07
2947,1955534184476,Chicken,Bebés,Juguetes,mes,170,613.72,15.86,LT,True,2024-03-17
2948,3799432479719,Cheese,Bebés,Pañales,verdad,660,238.73,1.64,KG,True,2023-11-17
2949,1781875118906,Wooden Pizza,Hogar,Decoración,centro,445,324.68,18.29,LT,True,2025-03-14
2950,3717338872977,Shoes,Tecnología,Computadores,puso,102,267.97,0.47,UND,True,2026-01-14
2951,6812958680708,For repair Plastic Sausages,Tecnología,Celulares,conciencia,266,768.79,3.14,LT,True,2025-06-16
2952,1421429145421,Fresh Cheese,Tecnología,Computadores,santiago,2,269.85,0.94,KG,True,2023-08-17
2953,7046148862684,Intelligent Chicken,Bebés,Ropa bebé,carlos,354,26.94,11.57,UND,True,2023-09-12
2954,2110879266495,Plastic Gloves,Bebés,Juguetes,voz,86,141.96,6.9,LT,True,2024-12-24
2955,4513487285649,Concrete Bacon,Hogar,Limpieza,mejores,394,88.56,5.0,KG,True,2025-12-28
2956,3284452702812,Steel Pants,Tecnología,TV,sistemas,269,1458.28,0.89,KG,True,2024-03-20
2957,4517407360577,Generic Shoes,Bebés,Juguetes,pensar,412,601.96,9.38,KG,True,2025-03-31
2958,7158146066763,Steel Pants,Moda,Camisas,parece,111,347.42,1.95,KG,True,2026-04-09
2959,6573642753824,Handcrafted Car,Bebés,Juguetes,puedo,257,272.35,14.06,UND,True,2026-01-01
2960,4695998614719,Unbranded Car,Tecnología,Computadores,compañía,679,80.44,6.26,KG,True,2024-05-15
2961,5344901333337,Gently Used Hat,Tecnología,TV,lado,62,264.24,10.78,KG,True,2025-10-25
2962,6013443005352,Ergonomic Cotton Computer,Hogar,Cocina,países,755,858.65,8.46,LT,True,2023-07-31
2963,1957445716234,Soap,Bebés,Juguetes,exterior,755,750.87,14.23,UND,True,2023-06-05
2964,4216028097359,Metal Cheese,Tecnología,Computadores,título,759,508.3,16.76,UND,True,2025-02-03
2965,3214051445650,Fresh Shirt,Bebés,Pañales,barcelona,627,82.36,2.31,KG,True,2024-01-19
2966,0307930873750,Used Chips,Tecnología,Computadores,obra,603,159.2,4.99,UND,True,2023-11-03
2967,5618349286389,Frozen Computer,Moda,Zapatos,minutos,684,480.44,16.0,UND,True,2023-08-07
2968,6673981981688,Awesome Concrete Bike,Hogar,Limpieza,acciones,342,105.06,7.28,UND,True,2023-05-21
2969,9525891451300,Small Soft Car,Bebés,Ropa bebé,cosas,473,681.55,16.5,UND,True,2025-02-05
2970,8167618454679,Metal Shoes,Moda,Zapatos,segundo,324,87.45,7.37,UND,True,2025-09-20
2971,6196154344726,Awesome Chips,Tecnología,Computadores,a,375,109.93,15.64,KG,True,2024-12-26
2972,1733133526961,Rustic Gloves,Hogar,Cocina,frente,713,88.05,17.26,UND,True,2023-08-25
2973,2820057479899,Used Plastic Sausages,Moda,Camisas,principales,223,202.01,7.75,LT,True,2024-01-30
2974,1597101602510,Soap,Moda,Zapatos,personal,642,72.36,0.41,LT,True,2023-10-13
2975,7479358279551,Tuna,Hogar,Cocina,producto,268,203.64,10.1,LT,True,2024-05-01
2976,1737917567720,Mouse,Hogar,Limpieza,saber,526,133.14,9.55,UND,True,2025-12-28
2977,9052626815477,Gently Used Metal Pants,Moda,Pantalones,defensa,251,166.97,12.37,KG,True,2025-07-19
2978,1925627569824,Frozen Fish,Bebés,Pañales,esa,673,646.57,12.18,KG,True,2024-02-27
2979,3652995277966,Rubber Cheese,Moda,Zapatos,consecuencia,740,327.67,16.66,LT,True,2025-06-24
2980,1998762587015,Frozen Towels,Hogar,Decoración,recuerdo,496,646.03,13.22,UND,True,2026-05-06
2981,9927068914586,Granite Bacon,Bebés,Juguetes,profesional,619,3047.81,13.71,KG,True,2025-07-11
2982,8842486371630,Gently Used Fresh Cheese,Bebés,Pañales,tarde,292,61.23,17.54,KG,True,2025-05-04
