id_devolucion,id_trans_origen,art_id,id_tienda,fec_devolucion,qty_devuelta,motivo_cod,canal_devolucion,estado_devolucion,vr_reembolso
20836,592362,428,83,2026-01-22,3,No era lo esperado,Tienda,Pendiente,13543.92
20837,508422,4532,145,2026-05-16,4,Entrega tardía,Web,Pendiente,19367.2
20838,999375,1483,18,2026-05-14,1,Producto defectuoso,Web,Pendiente,1168.32
20839,274457,4352,86,2026-04-23,1,Producto incompleto,Mobile,Aprobada,4265.82
20840,23940,1573,23,2026-04-24,1,No era lo esperado,Tienda,Rechazada,4146.82
20841,358238,727,72,2026-04-12,1,Error talla,Tienda,Rechazada,887.98
20842,489024,2677,143,2025-11-24,2,Producto defectuoso,Web,Aprobada,1269.16
20843,37625,4686,39,2026-05-13,4,Error talla,Web,Aprobada,3136.52
20844,120678,812,68,2025-12-30,1,Producto incompleto,Mobile,Rechazada,1243.71
20845,476889,1106,150,2026-01-22,1,Producto incompleto,Web,Aprobada,1839.98
20846,847672,761,116,2025-11-29,2,Producto incompleto,Web,Rechazada,3556.68
20847,434048,4524,104,2026-03-26,1,Error talla,Web,Aprobada,1661.34
20848,147186,1959,60,2026-04-18,1,Error talla,Mobile,Aprobada,1548.92
20849,471815,2055,54,2026-05-04,1,Error talla,Web,Rechazada,312.8
20850,726620,4031,2,2026-03-08,1,Producto incompleto,Web,Pendiente,3001.23
20851,143421,119,80,2026-02-20,2,Producto incompleto,Web,Rechazada,8964.06
20852,964436,4094,60,2026-05-05,1,Producto defectuoso,Tienda,Aprobada,1090.67
20853,96590,1529,99,2025-12-20,3,Producto incompleto,Web,Pendiente,7532.91
20854,982611,1492,32,2025-10-08,1,Error talla,Web,Aprobada,4307.83
20855,364106,4836,43,2026-05-17,1,Producto defectuoso,Tienda,Aprobada,167.27
20856,146848,2745,64,2026-04-11,1,Entrega tardía,Mobile,Pendiente,2487.46
20857,958528,3252,130,2025-12-22,5,No era lo esperado,Mobile,Rechazada,21611.5
20858,95782,3844,27,2026-02-19,2,Error talla,Web,Rechazada,787.7
20859,812851,4803,120,2026-03-02,4,Entrega tardía,Web,Aprobada,18238.72
20860,92869,3176,7,2025-07-13,3,Producto defectuoso,Mobile,Pendiente,14324.04
20861,841726,769,11,2026-05-16,1,Entrega tardía,Web,Aprobada,665.18
20862,334564,3409,109,2026-02-15,4,No era lo esperado,Tienda,Rechazada,1415.2
20863,465776,442,14,2026-02-28,4,Entrega tardía,Web,Rechazada,7262.4
20864,646129,1604,141,2026-03-07,2,No era lo esperado,Mobile,Pendiente,6231.28
20865,971497,3343,99,2026-05-10,2,Producto incompleto,Mobile,Pendiente,4646.04
20866,270912,2203,63,2026-04-19,1,Producto defectuoso,Tienda,Rechazada,1243.63
20867,211915,3764,87,2026-01-22,3,Error talla,Mobile,Aprobada,9602.1
20868,102690,1747,147,2025-08-16,1,No era lo esperado,Mobile,Aprobada,4446.26
20869,498339,3938,106,2026-02-09,1,Entrega tardía,Web,Aprobada,267.1
20870,192923,3196,114,2025-09-10,1,Error talla,Tienda,Aprobada,2234.39
20871,552715,4628,122,2026-04-25,1,Producto defectuoso,Tienda,Aprobada,4599.26
20872,74051,1822,48,2026-05-14,2,Producto incompleto,Tienda,Pendiente,9511.36
20873,504266,2829,70,2026-01-15,2,No era lo esperado,Web,Aprobada,3895.12
20874,287493,4471,3,2026-05-09,1,Entrega tardía,Tienda,Pendiente,2225.48
20875,532109,702,81,2026-01-26,3,Producto defectuoso,Web,Pendiente,13252.35
20876,653206,2175,74,2026-04-04,1,No era lo esperado,Tienda,Aprobada,1730.94
20877,261323,2483,97,2026-05-07,1,Producto defectuoso,Web,Aprobada,220.66
20878,982992,2033,73,2026-04-30,1,Producto incompleto,Mobile,Pendiente,3988.66
20879,584102,3290,119,2026-05-14,5,Entrega tardía,Mobile,Rechazada,9510.15
20880,122299,4004,135,2026-05-07,2,Producto defectuoso,Mobile,Pendiente,5198.48
20881,534398,3191,88,2026-04-12,3,Entrega tardía,Mobile,Pendiente,9544.5
20882,979032,92,19,2025-12-20,1,No era lo esperado,Tienda,Aprobada,475.81
20883,798106,778,87,2026-02-25,5,Error talla,Mobile,Pendiente,21274.1
20884,749697,1507,49,2026-05-08,3,Producto incompleto,Mobile,Rechazada,14602.17
20885,218423,2899,149,2026-05-06,1,Error talla,Tienda,Rechazada,888.83
20886,470858,972,41,2026-04-15,1,Entrega tardía,Mobile,Aprobada,3174.31
20887,264612,1157,95,2026-04-04,2,Producto defectuoso,Tienda,Rechazada,6467.38
20888,574267,588,97,2026-03-15,4,No era lo esperado,Web,Rechazada,19389.88
20889,676815,4212,27,2026-02-27,1,Producto defectuoso,Web,Aprobada,292.94
20890,158763,3644,55,2026-02-08,2,Entrega tardía,Mobile,Rechazada,9786.34
20891,587825,3776,123,2026-04-24,4,Producto defectuoso,Mobile,Rechazada,6721.76
20892,246024,2732,145,2025-12-25,1,Producto incompleto,Web,Pendiente,3793.8
20893,617620,359,118,2026-04-08,1,Entrega tardía,Mobile,Rechazada,2668.03
20894,930578,2015,27,2026-04-06,2,No era lo esperado,Mobile,Pendiente,5749.78
20895,777850,300,44,2025-12-04,2,Error talla,Web,Pendiente,3865.98
20896,471869,4585,74,2026-04-20,2,Producto incompleto,Mobile,Rechazada,2185.36
20897,431720,428,9,2026-04-10,2,Producto defectuoso,Mobile,Pendiente,9029.28
20898,267818,2371,96,2026-03-16,2,Producto incompleto,Web,Rechazada,3155.5
20899,211791,3161,42,2026-01-30,1,Error talla,Mobile,Pendiente,1472.84
20900,249493,2680,49,2026-04-23,2,Entrega tardía,Tienda,Pendiente,4187.28
20901,298168,4440,148,2025-07-04,2,Entrega tardía,Web,Rechazada,1409.18
20902,858224,17,88,2025-11-01,2,No era lo esperado,Web,Pendiente,6996.9
20903,102196,3266,60,2025-11-17,1,Entrega tardía,Tienda,Rechazada,4367.81
20904,20125,1259,9,2026-05-17,1,Error talla,Mobile,Pendiente,2039.99
20905,993124,49,125,2025-08-20,1,Producto defectuoso,Mobile,Aprobada,4807.22
20906,808842,2709,12,2026-03-13,1,Producto incompleto,Web,Pendiente,3287.65
20907,102573,2362,53,2025-09-29,1,No era lo esperado,Web,Aprobada,2773.74
20908,9212,2229,8,2026-03-16,4,Producto incompleto,Tienda,Rechazada,17440.48
20909,646860,2172,61,2025-12-14,3,Error talla,Tienda,Aprobada,10523.55
20910,213969,2771,103,2025-09-26,2,Error talla,Web,Pendiente,876.06
20911,545784,2614,132,2026-04-16,2,Producto defectuoso,Tienda,Rechazada,9958.86
20912,229901,4686,57,2026-04-10,1,Error talla,Tienda,Pendiente,784.13
20913,352898,4778,107,2026-03-30,4,Error talla,Tienda,Rechazada,17100.08
20914,407091,2600,50,2026-03-08,1,Producto defectuoso,Tienda,Pendiente,3484.22
20915,181303,3461,20,2026-01-25,5,Producto incompleto,Web,Pendiente,9397.55
20916,112034,840,72,2026-05-13,3,Entrega tardía,Web,Aprobada,5866.56
20917,465337,3681,108,2025-11-03,2,Entrega tardía,Tienda,Aprobada,2034.42
20918,839973,3325,62,2026-01-01,1,Entrega tardía,Tienda,Aprobada,3273.14
20919,288880,2332,133,2026-03-05,1,Producto incompleto,Mobile,Aprobada,107.74
20920,305463,2643,136,2026-04-24,2,Error talla,Web,Pendiente,7793.64
20921,98808,2293,124,2026-05-17,4,Error talla,Mobile,Aprobada,6311.16
20922,584338,2043,89,2025-05-29,1,Producto defectuoso,Mobile,Pendiente,4451.43
20923,949163,4394,134,2026-01-05,1,Entrega tardía,Web,Pendiente,1544.21
20924,876597,2885,62,2026-02-18,3,Entrega tardía,Mobile,Pendiente,8552.88
20925,531905,4874,5,2026-05-02,1,Producto defectuoso,Tienda,Pendiente,4451.87
20926,272882,3315,62,2025-12-27,2,No era lo esperado,Web,Aprobada,4021.04
20927,871890,829,150,2026-04-07,1,Producto incompleto,Mobile,Rechazada,2850.79
20928,880682,3660,72,2026-04-21,3,Error talla,Web,Rechazada,7348.2
20929,819878,579,138,2026-01-20,1,Entrega tardía,Mobile,Pendiente,2911.36
20930,338419,2623,55,2026-04-18,2,Entrega tardía,Mobile,Rechazada,1743.02
20931,755473,559,141,2026-02-17,3,No era lo esperado,Tienda,Aprobada,11854.92
20932,549584,541,39,2026-05-07,2,No era lo esperado,Web,Pendiente,8585.08
20933,772067,3635,50,2025-12-22,1,Entrega tardía,Mobile,Pendiente,645.94
20934,491018,3633,147,2026-03-21,4,Producto defectuoso,Mobile,Pendiente,19716.4
20935,45499,4315,52,2026-05-09,1,Producto defectuoso,Web,Aprobada,3306.69
20936,971482,1155,15,2026-01-27,1,Entrega tardía,Tienda,Rechazada,1325.14
20937,733055,2355,118,2026-05-08,1,Entrega tardía,Mobile,Rechazada,3611.12
20938,490249,4595,103,2026-03-31,1,Producto incompleto,Tienda,Rechazada,214.86
20939,928360,514,146,2026-01-29,4,Producto defectuoso,Mobile,Pendiente,9748.04
20940,403900,4237,113,2026-04-17,2,Entrega tardía,Web,Pendiente,3653.14
20941,735815,4031,128,2025-12-24,3,Error talla,Mobile,Pendiente,9003.69
20942,87097,3551,51,2026-04-15,1,Entrega tardía,Mobile,Rechazada,91.65
20943,327110,471,130,2026-05-03,2,Producto incompleto,Mobile,Pendiente,7301.68
20944,4674,770,119,2026-01-12,1,Error talla,Tienda,Aprobada,151.89
20945,541,3429,42,2026-01-16,2,Entrega tardía,Tienda,Aprobada,1180.52
20946,294933,2883,51,2026-03-26,3,Error talla,Mobile,Rechazada,13854.33
20947,401141,3932,10,2026-01-19,1,Producto incompleto,Mobile,Pendiente,4405.23
20948,218079,4584,23,2026-01-27,1,No era lo esperado,Tienda,Pendiente,1770.56
20949,520544,4517,144,2026-04-26,3,Producto defectuoso,Web,Pendiente,8708.1
20950,990192,2863,18,2026-04-03,1,No era lo esperado,Tienda,Aprobada,2880.0
20951,891697,3024,57,2026-02-15,2,Producto defectuoso,Web,Rechazada,8145.82
20952,105420,3701,44,2025-09-25,1,No era lo esperado,Mobile,Aprobada,2456.78
20953,627921,2959,92,2026-02-04,2,Error talla,Mobile,Rechazada,2351.2
20954,248973,3352,148,2025-07-05,2,Entrega tardía,Web,Pendiente,2343.2
20955,902883,3709,142,2025-11-10,3,Error talla,Tienda,Rechazada,1610.76
20956,344756,3211,49,2026-05-16,4,No era lo esperado,Tienda,Rechazada,15039.36
20957,638893,4647,80,2025-09-16,1,Producto incompleto,Tienda,Aprobada,3650.2
20958,15670,1015,19,2025-10-09,4,Entrega tardía,Web,Pendiente,5451.48
20959,338598,3775,103,2025-11-26,1,Error talla,Tienda,Rechazada,3421.99
20960,443540,2796,133,2026-04-25,1,Producto incompleto,Tienda,Pendiente,1854.29
20961,659261,4451,62,2025-07-07,4,Producto defectuoso,Tienda,Aprobada,802.24
20962,820975,2652,150,2026-03-05,4,Entrega tardía,Tienda,Rechazada,7783.48
20963,339746,135,49,2026-01-16,1,Entrega tardía,Mobile,Aprobada,3118.2
20964,185490,3513,123,2026-04-11,1,No era lo esperado,Mobile,Aprobada,261.91
20965,265074,1101,78,2026-04-09,2,No era lo esperado,Mobile,Aprobada,2202.54
20966,549216,2131,22,2026-04-11,2,Producto incompleto,Tienda,Pendiente,8873.48
20967,842891,3688,124,2026-02-10,4,Producto defectuoso,Web,Rechazada,6314.08
20968,398470,4389,51,2026-05-14,2,Entrega tardía,Mobile,Rechazada,4299.02
20969,120121,3970,16,2026-05-15,1,Producto incompleto,Web,Pendiente,3238.46
20970,717464,1286,134,2026-04-12,2,Error talla,Tienda,Rechazada,2910.58
20971,710243,2854,100,2025-11-27,1,No era lo esperado,Tienda,Aprobada,2851.29
20972,689064,4284,143,2025-12-31,1,Producto incompleto,Tienda,Aprobada,4767.49
20973,376644,1244,87,2026-05-05,1,Error talla,Tienda,Aprobada,2968.64
20974,429971,3674,56,2026-05-08,1,No era lo esperado,Mobile,Pendiente,3149.8
20975,406149,1648,46,2026-05-13,1,No era lo esperado,Mobile,Pendiente,4142.04
20976,439635,2923,136,2025-08-25,1,Entrega tardía,Tienda,Pendiente,721.94
20977,94914,666,16,2026-05-08,3,Producto defectuoso,Tienda,Pendiente,4610.58
20978,852114,194,121,2025-07-07,3,Entrega tardía,Mobile,Rechazada,3474.72
20979,214458,1739,123,2025-11-19,3,Producto defectuoso,Web,Rechazada,5920.35
20980,84638,1440,34,2026-03-08,1,Producto defectuoso,Tienda,Rechazada,4830.74
20981,998940,3723,68,2026-01-05,2,No era lo esperado,Tienda,Rechazada,5525.3
20982,656020,1454,37,2025-12-19,3,Entrega tardía,Web,Rechazada,10752.03
20983,311068,2710,89,2026-05-14,4,Entrega tardía,Mobile,Aprobada,12533.28
20984,624743,3948,71,2026-03-24,5,Producto incompleto,Tienda,Aprobada,24103.35
20985,435169,3090,25,2026-01-11,1,Producto defectuoso,Mobile,Aprobada,3648.64
20986,136735,4906,104,2025-09-24,1,Producto incompleto,Web,Rechazada,414.47
20987,803808,2610,45,2026-03-06,1,Error talla,Web,Rechazada,2757.51
20988,179832,4579,56,2026-05-10,2,No era lo esperado,Tienda,Rechazada,5706.54
20989,939259,2108,55,2025-11-03,1,Error talla,Web,Pendiente,2298.69
20990,580195,3979,49,2026-01-04,1,Producto defectuoso,Tienda,Pendiente,805.42
20991,488959,796,100,2025-10-13,3,Producto defectuoso,Mobile,Rechazada,3526.8
20992,317971,1953,33,2026-02-14,4,Producto defectuoso,Mobile,Pendiente,13518.2
20993,554141,1007,64,2026-05-11,1,Producto incompleto,Mobile,Aprobada,3519.23
20994,818391,2461,118,2025-10-13,3,Producto incompleto,Web,Rechazada,984.27
20995,315787,4557,22,2025-06-12,5,Error talla,Web,Pendiente,4472.75
20996,196075,869,86,2026-04-05,1,Producto defectuoso,Web,Pendiente,344.17
20997,76247,1109,49,2026-01-26,2,Producto incompleto,Web,Aprobada,7077.72
20998,928589,4435,116,2026-04-26,2,No era lo esperado,Mobile,Pendiente,2967.0
20999,889163,1998,107,2026-05-04,2,Error talla,Web,Rechazada,9481.12
21000,508565,1194,51,2026-01-31,1,No era lo esperado,Mobile,Pendiente,1797.16
21001,738714,1952,135,2026-02-11,2,No era lo esperado,Mobile,Pendiente,3528.82
21002,307847,2321,50,2026-02-28,2,Producto defectuoso,Web,Rechazada,3805.2
21003,41635,1233,148,2025-09-11,1,Producto incompleto,Mobile,Aprobada,1781.68
21004,821827,2580,66,2026-03-18,5,Error talla,Mobile,Rechazada,665.8
21005,723860,39,55,2026-02-04,5,Entrega tardía,Web,Rechazada,9211.7
21006,905334,4726,36,2025-10-01,1,Error talla,Tienda,Pendiente,838.69
21007,114297,2122,139,2025-09-19,1,Entrega tardía,Web,Pendiente,2374.24
21008,489097,4653,100,2026-04-06,4,Producto incompleto,Tienda,Pendiente,4464.52
21009,329417,3824,41,2025-11-30,1,Producto defectuoso,Tienda,Pendiente,1478.66
21010,169333,4307,85,2026-05-01,3,Error talla,Web,Aprobada,12059.79
21011,206135,547,66,2026-05-15,1,Error talla,Tienda,Rechazada,76.99
21012,200093,254,74,2026-02-25,1,Producto defectuoso,Web,Rechazada,258.56
21013,656613,4424,111,2026-02-09,1,Entrega tardía,Tienda,Rechazada,2673.1
21014,637602,2107,49,2026-03-02,1,Producto incompleto,Mobile,Aprobada,3028.86
21015,176017,3815,23,2026-04-07,2,Entrega tardía,Tienda,Pendiente,9911.44
21016,940030,564,142,2026-01-20,3,Error talla,Web,Rechazada,12246.57
21017,499172,4829,90,2026-05-14,1,Producto incompleto,Tienda,Rechazada,2596.45
21018,534485,617,86,2026-04-11,2,Entrega tardía,Tienda,Pendiente,3772.44
21019,707217,281,38,2026-04-15,4,Producto incompleto,Mobile,Aprobada,17776.56
21020,23689,4789,38,2026-03-01,1,No era lo esperado,Tienda,Pendiente,1960.59
21021,622480,3138,106,2026-05-03,2,Producto incompleto,Mobile,Rechazada,9585.58
21022,26495,1740,49,2025-11-11,4,Producto defectuoso,Mobile,Rechazada,4650.4
21023,685248,1344,4,2025-07-06,1,Error talla,Mobile,Pendiente,3911.68
21024,934729,4505,83,2026-02-03,2,Producto defectuoso,Mobile,Aprobada,235.62
21025,273833,2698,93,2026-02-16,1,Entrega tardía,Mobile,Rechazada,2074.42
21026,319262,2139,95,2025-10-08,1,Entrega tardía,Web,Aprobada,3505.47
21027,63198,4195,7,2025-11-07,2,No era lo esperado,Mobile,Rechazada,2436.14
21028,292036,4296,50,2025-12-25,4,Error talla,Mobile,Aprobada,3062.4
21029,107965,514,66,2026-04-25,3,Producto defectuoso,Tienda,Rechazada,7311.03
21030,434490,2002,61,2026-05-10,1,Producto incompleto,Web,Pendiente,2997.08
21031,364041,2151,11,2026-05-13,2,Producto incompleto,Tienda,Rechazada,1733.98
21032,106229,2803,126,2026-05-15,2,Error talla,Mobile,Pendiente,9134.72
21033,743709,4492,41,2026-02-08,1,Error talla,Mobile,Rechazada,17.28
21034,802280,23,33,2025-12-16,3,Producto incompleto,Tienda,Aprobada,10062.15
21035,503325,4453,35,2026-04-16,2,Entrega tardía,Tienda,Aprobada,5063.36
21036,667004,176,12,2026-03-31,3,Producto incompleto,Mobile,Rechazada,7515.45
21037,65269,1417,22,2026-03-19,1,Entrega tardía,Web,Rechazada,4075.55
21038,412527,3856,25,2026-05-16,2,Producto incompleto,Tienda,Aprobada,2616.8
21039,186040,3435,132,2026-05-17,1,Entrega tardía,Mobile,Aprobada,1785.28
21040,74458,511,120,2026-05-03,2,No era lo esperado,Web,Aprobada,6321.54
21041,985919,4906,79,2026-01-17,3,Producto incompleto,Mobile,Aprobada,1243.41
21042,919580,1489,19,2026-05-09,4,Producto incompleto,Web,Rechazada,15035.04
21043,461970,778,145,2026-05-08,1,No era lo esperado,Tienda,Rechazada,4254.82
21044,128971,2674,26,2026-03-28,1,No era lo esperado,Mobile,Rechazada,544.98
21045,708173,1661,74,2026-02-12,1,Error talla,Tienda,Aprobada,3956.32
21046,230836,3341,118,2026-04-27,1,Producto incompleto,Tienda,Aprobada,4377.74
21047,201280,2410,63,2026-03-10,2,Producto defectuoso,Mobile,Pendiente,9253.14
21048,942283,114,145,2025-12-08,1,Producto defectuoso,Mobile,Aprobada,4414.03
21049,95305,2005,87,2025-08-25,1,Producto incompleto,Tienda,Pendiente,2369.92
21050,71404,495,72,2026-05-15,2,Error talla,Tienda,Pendiente,3085.32
21051,955598,1082,22,2026-01-26,5,Producto incompleto,Tienda,Pendiente,14120.7
21052,370383,3544,41,2026-05-12,1,Producto defectuoso,Mobile,Aprobada,3606.72
21053,451331,2881,137,2026-04-25,3,No era lo esperado,Mobile,Pendiente,12098.43
21054,947816,2297,26,2026-03-09,1,Producto defectuoso,Tienda,Rechazada,4908.27
21055,147970,3999,37,2025-10-14,2,Producto defectuoso,Mobile,Rechazada,9948.46
21056,424126,511,101,2025-11-18,3,Producto defectuoso,Tienda,Pendiente,9482.31
21057,725665,1430,50,2026-04-24,1,Producto defectuoso,Tienda,Pendiente,4620.6
21058,277707,168,140,2026-03-14,2,Producto incompleto,Web,Rechazada,518.5
21059,352299,585,136,2025-12-21,2,Producto defectuoso,Web,Aprobada,2862.06
21060,134245,2235,33,2026-02-10,3,Producto incompleto,Tienda,Aprobada,5342.13
21061,189892,2551,77,2026-03-04,2,Error talla,Tienda,Pendiente,9545.1
21062,721766,2676,18,2026-04-15,2,Producto defectuoso,Web,Pendiente,3728.74
21063,540682,3047,4,2025-11-10,1,Producto incompleto,Mobile,Pendiente,389.54
21064,180977,1232,61,2025-11-20,1,Producto defectuoso,Tienda,Rechazada,451.04
21065,499684,3117,109,2026-03-21,4,Producto incompleto,Tienda,Pendiente,13662.04
21066,176489,106,34,2025-12-30,2,No era lo esperado,Tienda,Rechazada,3387.48
21067,113170,4474,135,2026-01-26,1,Entrega tardía,Tienda,Aprobada,100.68
21068,356745,4273,99,2026-03-06,4,Producto defectuoso,Mobile,Pendiente,13751.88
21069,270373,1490,78,2026-04-23,1,No era lo esperado,Tienda,Rechazada,811.93
21070,173461,4018,114,2026-03-28,1,Producto incompleto,Tienda,Rechazada,2393.8
21071,416943,3868,73,2025-12-29,1,Entrega tardía,Web,Aprobada,2003.33
21072,591674,2162,73,2026-02-15,4,Entrega tardía,Tienda,Rechazada,8898.4
21073,77586,4914,103,2026-05-17,2,No era lo esperado,Tienda,Aprobada,462.2
21074,96226,1936,139,2026-03-13,1,Entrega tardía,Tienda,Aprobada,1830.51
21075,325644,1664,103,2026-04-22,1,Error talla,Tienda,Pendiente,1016.82
21076,91766,2354,38,2026-03-01,2,Error talla,Web,Rechazada,9218.86
21077,424644,4774,131,2026-04-29,4,Producto incompleto,Tienda,Rechazada,5730.92
21078,63301,4538,55,2026-02-16,5,Error talla,Tienda,Aprobada,3845.65
21079,413840,3698,64,2025-11-19,4,No era lo esperado,Tienda,Pendiente,12383.48
21080,742620,724,112,2026-02-01,2,Producto defectuoso,Mobile,Aprobada,5833.64
21081,723156,3975,51,2025-11-17,3,Producto defectuoso,Tienda,Rechazada,74.16
21082,846158,4913,111,2026-03-27,3,Producto incompleto,Tienda,Aprobada,4968.96
21083,196117,1000,116,2025-10-30,1,Producto incompleto,Tienda,Pendiente,3986.73
21084,438717,4165,134,2026-05-09,3,No era lo esperado,Mobile,Rechazada,6572.31
21085,47559,3539,149,2025-10-01,1,Producto defectuoso,Web,Pendiente,2498.74
21086,5607,301,122,2026-05-09,3,Error talla,Web,Aprobada,8043.12
21087,504949,871,78,2026-05-11,1,Entrega tardía,Tienda,Pendiente,884.53
21088,359319,2172,4,2026-03-30,1,Producto defectuoso,Tienda,Rechazada,3507.85
21089,857366,4635,18,2026-02-07,1,No era lo esperado,Mobile,Aprobada,2485.78
21090,839092,2947,121,2026-03-07,3,Error talla,Mobile,Aprobada,9547.83
21091,140726,2660,104,2026-05-12,1,Producto defectuoso,Tienda,Rechazada,3366.51
21092,9086,4080,33,2025-10-20,2,Entrega tardía,Web,Pendiente,2640.08
21093,793735,1367,134,2025-10-31,3,Entrega tardía,Mobile,Pendiente,2449.62
21094,987072,3089,19,2026-03-28,1,Error talla,Web,Aprobada,2317.8
21095,367061,1389,75,2026-05-02,1,Producto defectuoso,Web,Rechazada,4114.95
21096,591503,1628,44,2026-04-20,1,Producto incompleto,Tienda,Aprobada,1466.51
21097,568567,2474,25,2026-04-10,2,Error talla,Tienda,Pendiente,113.78
21098,863938,2454,51,2025-09-29,1,Producto defectuoso,Web,Rechazada,4413.13
21099,427822,1263,38,2025-10-04,2,Producto incompleto,Web,Aprobada,9412.0
21100,217073,4209,5,2026-05-10,1,Entrega tardía,Web,Pendiente,3208.84
21101,25802,3141,133,2026-04-11,1,Producto incompleto,Web,Aprobada,2175.88
21102,960548,2474,107,2026-03-03,1,Entrega tardía,Web,Pendiente,56.89
21103,495130,4999,12,2026-05-05,1,Error talla,Web,Aprobada,1468.41
21104,375489,1767,29,2025-12-06,1,Error talla,Mobile,Rechazada,1697.39
21105,476167,3031,96,2026-04-04,2,No era lo esperado,Mobile,Aprobada,8503.06
21106,216976,375,45,2025-12-21,2,Entrega tardía,Mobile,Rechazada,6082.86
21107,826033,2781,76,2026-05-16,4,Producto incompleto,Mobile,Rechazada,6993.4
21108,790363,4380,82,2025-11-13,5,Entrega tardía,Tienda,Pendiente,19556.65
21109,983526,4169,27,2026-05-06,2,Error talla,Tienda,Aprobada,1069.36
21110,397874,3588,89,2026-03-16,3,Entrega tardía,Web,Aprobada,416.52
21111,963454,1696,57,2026-04-07,5,Entrega tardía,Mobile,Aprobada,5993.95
21112,465881,909,63,2025-07-04,1,Entrega tardía,Mobile,Pendiente,3900.01
21113,559836,235,10,2026-04-22,3,No era lo esperado,Mobile,Rechazada,12540.69
21114,279140,360,54,2026-03-14,2,No era lo esperado,Tienda,Pendiente,6204.28
21115,391576,2551,118,2026-03-16,2,No era lo esperado,Tienda,Aprobada,9545.1
21116,573258,1993,39,2026-02-19,1,Error talla,Mobile,Pendiente,406.53
21117,188454,3580,84,2026-01-06,1,Producto incompleto,Web,Pendiente,672.01
21118,716637,753,82,2026-05-05,2,Producto incompleto,Tienda,Rechazada,9353.98
21119,922518,3552,78,2025-08-19,1,Producto incompleto,Tienda,Rechazada,1034.46
21120,325002,2707,9,2025-12-09,1,Producto defectuoso,Tienda,Pendiente,2379.1
21121,431247,3855,112,2026-05-16,1,Producto incompleto,Web,Rechazada,3556.58
21122,353820,2601,57,2026-02-08,2,Error talla,Mobile,Aprobada,9301.9
21123,350034,2231,51,2025-10-29,1,No era lo esperado,Mobile,Rechazada,2289.63
21124,168160,1590,117,2025-08-04,5,Producto defectuoso,Mobile,Aprobada,1354.45
21125,391204,4427,135,2026-04-20,2,No era lo esperado,Mobile,Rechazada,4178.5
21126,707133,4749,77,2026-05-06,1,Entrega tardía,Web,Aprobada,3199.58
21127,110814,3507,77,2025-07-14,2,Error talla,Web,Pendiente,5511.02
21128,606242,4942,50,2026-03-29,1,Producto defectuoso,Mobile,Aprobada,3154.37
21129,436135,1348,142,2026-03-24,1,Entrega tardía,Tienda,Aprobada,1512.13
21130,973029,3743,113,2026-03-21,1,No era lo esperado,Mobile,Pendiente,2709.77
21131,907161,1004,89,2026-03-29,1,Error talla,Tienda,Rechazada,4958.4
21132,516075,1245,55,2026-03-14,5,Producto defectuoso,Mobile,Aprobada,21779.25
21133,81312,2466,37,2025-11-17,3,Error talla,Web,Pendiente,10284.84
21134,521837,2832,121,2026-05-14,2,Error talla,Mobile,Pendiente,1709.62
21135,463191,3890,103,2026-04-04,1,Error talla,Tienda,Pendiente,3725.9
21136,790931,1931,83,2026-02-23,1,No era lo esperado,Tienda,Aprobada,2125.04
21137,367972,2137,61,2026-04-11,3,Producto incompleto,Tienda,Aprobada,2462.94
21138,50858,3182,65,2025-10-26,2,Error talla,Mobile,Rechazada,3811.86
21139,262155,3080,42,2026-03-09,2,Producto incompleto,Tienda,Rechazada,9139.84
21140,531527,8,31,2025-08-22,3,Entrega tardía,Mobile,Pendiente,11060.94
21141,239210,4407,7,2026-04-09,1,Error talla,Web,Rechazada,4750.77
21142,643117,2823,8,2026-03-18,2,Error talla,Web,Pendiente,9761.76
21143,825287,164,91,2025-10-05,1,Entrega tardía,Tienda,Pendiente,2809.1
21144,230550,4559,139,2026-05-16,1,Entrega tardía,Web,Pendiente,2511.85
21145,442835,911,107,2026-03-26,4,Producto incompleto,Web,Aprobada,19041.44
21146,79497,3723,71,2026-04-03,1,No era lo esperado,Web,Pendiente,2762.65
21147,115058,2186,135,2026-03-26,2,Entrega tardía,Web,Rechazada,8436.5
21148,721600,3062,103,2026-01-24,1,Producto defectuoso,Web,Aprobada,503.1
21149,78250,4661,78,2026-04-18,2,No era lo esperado,Mobile,Aprobada,4073.58
21150,165196,2001,34,2026-02-14,2,Entrega tardía,Tienda,Pendiente,4608.96
21151,898225,2147,13,2025-11-30,1,Producto defectuoso,Mobile,Rechazada,4322.85
21152,340401,4983,123,2025-07-31,2,Error talla,Tienda,Aprobada,8784.1
21153,206341,2078,132,2026-05-16,2,Producto defectuoso,Mobile,Pendiente,2486.2
21154,599974,182,42,2026-03-17,2,No era lo esperado,Mobile,Pendiente,5303.96
21155,603096,2195,63,2026-03-25,1,No era lo esperado,Mobile,Aprobada,1332.89
21156,903715,1657,88,2025-12-30,2,Producto incompleto,Web,Pendiente,8071.14
21157,352472,1783,23,2025-12-22,2,Error talla,Tienda,Aprobada,6046.72
21158,723061,656,101,2026-04-25,3,Entrega tardía,Tienda,Rechazada,4629.87
21159,769099,2031,104,2026-04-29,4,Error talla,Tienda,Aprobada,9777.32
21160,874703,2494,47,2026-05-03,1,Producto defectuoso,Tienda,Pendiente,567.53
21161,507552,4191,138,2026-03-13,2,Producto defectuoso,Mobile,Pendiente,9869.08
